,USD,JPY,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,BGN,TRY,HRK,RUB,CNY,IDR,MYR,PHP,THB,RON,BRL,MXN,INR,ILS,date
2186,1.1859,138.34,0.5735,28.927,7.4588,15.6466,0.6834,251.5,3.4528,0.6964,0.4293,3.842,,9.46,239.5,37.73,1.5566,75.58,8.029,,1.627,1.3842,9.1945,1202.03,1.765,1.9758,7.5289,1.9555,1.601,7.3825,34.14,9.5776,11692.97,4.4821,63.131,48.527,3.6607,,,,,2005-12-26
2187,1.1852,138.61,0.5735,28.915,7.4605,15.6466,0.68295,251.36,3.4528,0.6962,0.4293,3.8258,,9.4753,239.51,37.705,1.5573,75.45,8.018,,1.6261,1.3832,9.189,1199.96,1.7555,1.9752,7.5219,1.9555,1.6014,7.386,34.15,9.5693,11644.59,4.4796,63.035,48.522,3.6616,,,,,2005-12-27
2188,1.1916,139.61,0.5735,28.92,7.461,15.6466,0.6863,251.58,3.4528,0.6964,0.4293,3.8443,,9.4367,239.5,37.798,1.5581,75.83,8.029,,1.632,1.3948,9.2386,1206.85,1.7495,1.9859,7.5556,1.9558,1.6075,7.3845,34.25,9.6192,11713.43,4.5042,63.232,48.818,3.6982,,,,,2005-12-28
2189,1.1825,139.43,0.5735,29.01,7.4587,15.6466,0.6883,252.51,3.4528,0.6966,0.4293,3.8602,,9.4104,239.51,37.87,1.5585,75.34,8.0165,,1.6197,1.3796,9.1681,1194.92,1.7348,1.9685,7.4997,1.9558,1.5963,7.375,34.056,9.5438,11629.89,4.4699,62.69,48.431,3.6915,,,,,2005-12-29
2190,1.1797,138.9,0.5735,29.0,7.4605,15.6466,0.6853,252.87,3.4528,0.6962,0.4293,3.86,,9.3885,239.5,37.88,1.5551,74.57,7.985,,1.6109,1.3725,9.1474,1184.42,1.727,1.9628,7.4642,1.9563,1.5924,7.3715,33.92,9.5204,11596.45,4.4584,62.719,48.437,3.6802,,,,,2005-12-30
2191,1.1797,138.9,0.5735,29.0,7.4605,15.6466,0.6853,252.87,3.4528,0.6962,0.4293,3.86,,9.3885,239.5,37.88,1.5551,74.57,7.985,,1.6109,1.3725,9.1474,1184.42,1.727,1.9628,7.4642,1.9563,1.5924,7.3715,33.92,9.5204,11596.45,4.4584,62.719,48.437,3.6802,,,,,2005-12-31
2192,1.1797,138.9,0.5735,29.0,7.4605,15.6466,0.6853,252.87,3.4528,0.6962,0.4293,3.86,,9.3885,239.5,37.88,1.5551,74.57,7.985,,1.6109,1.3725,9.1474,1184.42,1.727,1.9628,7.4642,1.9563,1.5924,7.3715,33.92,9.5204,11596.45,4.4584,62.719,48.437,3.6802,,,,,2006-01-01
2193,1.1826,139.56,0.5735,29.03,7.4601,15.6466,0.6865,252.69,3.4528,0.6962,0.4293,3.8665,,9.3977,239.5,37.865,1.5536,74.64,7.9805,,1.6125,1.3737,9.1712,1197.76,1.734,1.9653,7.4891,1.9558,1.598,7.383,34.005,9.5438,11624.96,4.4702,62.766,48.516,3.6825,,,,,2006-01-02
2194,1.1875,139.45,0.5736,28.981,7.4621,15.6466,0.68725,251.47,3.4528,0.6961,0.4293,3.8425,,9.355,239.5,37.705,1.5535,74.4,7.9615,,1.6145,1.3809,9.2081,1193.97,1.7427,1.9642,7.4792,1.9559,1.601,7.385,34.14,9.5834,11548.44,4.4864,62.445,48.488,3.6717,,,,,2006-01-03
2195,1.2083,140.19,0.5736,28.998,7.4618,15.6466,0.68815,251.02,3.4528,0.6961,0.4293,3.8343,,9.3521,239.51,37.656,1.5512,74.72,7.9335,,1.6243,1.3934,9.3692,1206.31,1.7575,1.9868,7.4712,1.956,1.6145,7.3845,34.743,9.7512,11666.14,4.5608,63.309,48.918,3.6757,,,,,2006-01-04
2196,1.2088,140.31,0.5737,28.933,7.461,15.6466,0.6888,250.43,3.4528,0.696,0.4293,3.7986,,9.3263,239.51,37.645,1.5463,74.85,7.9325,,1.6206,1.3941,9.3726,1193.51,1.7667,1.9907,7.4405,1.956,1.616,7.3965,34.685,9.7524,11595.41,4.5439,63.426,48.82,3.6831,,,,,2006-01-05
2197,1.2093,140.21,0.5737,28.93,7.4604,15.6466,0.6888,250.79,3.4528,0.6961,0.4293,3.8108,,9.3139,239.49,37.608,1.5452,74.15,7.9295,,1.6174,1.4158,9.3764,1198.17,1.7642,1.9902,7.4441,1.9561,1.6181,7.3895,34.72,9.756,11573.0,4.5392,63.518,48.451,3.6843,,,,,2006-01-06
2198,1.2093,140.21,0.5737,28.93,7.4604,15.6466,0.6888,250.79,3.4528,0.6961,0.4293,3.8108,,9.3139,239.49,37.608,1.5452,74.15,7.9295,,1.6174,1.4158,9.3764,1198.17,1.7642,1.9902,7.4441,1.9561,1.6181,7.3895,34.72,9.756,11573.0,4.5392,63.518,48.451,3.6843,,,,,2006-01-07
2199,1.2093,140.21,0.5737,28.93,7.4604,15.6466,0.6888,250.79,3.4528,0.6961,0.4293,3.8108,,9.3139,239.49,37.608,1.5452,74.15,7.9295,,1.6174,1.4158,9.3764,1198.17,1.7642,1.9902,7.4441,1.9561,1.6181,7.3895,34.72,9.756,11573.0,4.5392,63.518,48.451,3.6843,,,,,2006-01-08
2200,1.2078,137.85,0.5737,28.827,7.4596,15.6466,0.6834,249.64,3.4528,0.696,0.4293,3.7573,,9.338,239.49,37.4,1.5426,73.75,7.935,,1.6077,1.4142,9.363,1180.56,1.7433,1.973,7.3395,1.9559,1.612,7.3815,34.68,9.7427,11425.79,4.5277,63.391,48.06,3.6645,,,,,2006-01-09
2201,1.2064,138.12,0.5737,28.8,7.4585,15.6466,0.6833,250.6,3.4528,0.6961,0.4293,3.7868,,9.353,239.49,37.465,1.5437,73.92,7.981,,1.6045,1.4092,9.3512,1184.75,1.7408,1.9715,7.3593,1.9559,1.6307,7.382,34.38,9.7346,11406.51,4.5224,63.523,48.025,3.6485,,,,,2006-01-10
2202,1.2088,138.31,0.5737,28.753,7.4573,15.6466,0.6884,249.88,3.4528,0.6962,0.4293,3.7742,,9.3499,239.48,37.38,1.5474,74.03,8.031,,1.6061,1.4073,9.3702,1187.04,1.7392,1.9702,7.3825,1.9554,1.621,7.3851,34.414,9.7556,11441.29,4.5294,63.583,48.1,3.6285,,,,,2006-01-11
2203,1.2113,137.5,0.5737,28.798,7.4603,15.6466,0.6846,250.19,3.4528,0.696,0.4293,3.7798,,9.3322,239.5,37.405,1.5477,73.81,8.078,,1.6059,1.4049,9.389,1179.93,1.7359,1.9648,7.3293,1.9558,1.6211,7.3795,34.468,9.7734,11349.88,4.5315,63.351,47.671,3.6398,,,,,2006-01-12
2204,1.2039,138.13,0.5737,28.84,7.4592,15.6466,0.6814,250.51,3.4528,0.696,0.4293,3.8138,,9.3063,239.49,37.52,1.5491,74.01,8.0475,,1.604,1.3972,9.3316,1189.03,1.7344,1.9648,7.317,1.9558,1.616,7.375,34.32,9.7144,11282.95,4.5022,63.072,47.643,3.6308,,,,,2006-01-13
2205,1.2039,138.13,0.5737,28.84,7.4592,15.6466,0.6814,250.51,3.4528,0.696,0.4293,3.8138,,9.3063,239.49,37.52,1.5491,74.01,8.0475,,1.604,1.3972,9.3316,1189.03,1.7344,1.9648,7.317,1.9558,1.616,7.375,34.32,9.7144,11282.95,4.5022,63.072,47.643,3.6308,,,,,2006-01-14
2206,1.2039,138.13,0.5737,28.84,7.4592,15.6466,0.6814,250.51,3.4528,0.696,0.4293,3.8138,,9.3063,239.49,37.52,1.5491,74.01,8.0475,,1.604,1.3972,9.3316,1189.03,1.7344,1.9648,7.317,1.9558,1.616,7.375,34.32,9.7144,11282.95,4.5022,63.072,47.643,3.6308,,,,,2006-01-15
2207,1.2112,139.23,0.5737,28.796,7.4613,15.6466,0.68545,250.32,3.4528,0.6959,0.4293,3.8093,,9.3293,239.51,37.477,1.5497,74.14,8.049,,1.6066,1.4055,9.3912,1189.94,1.734,1.9792,7.2575,1.9558,1.6148,7.3798,34.259,9.7711,11476.12,4.5359,63.673,48.054,3.6352,,,,,2006-01-16
2208,1.2075,139.23,0.5737,28.826,7.4608,15.6466,0.68535,250.08,3.4528,0.696,0.4293,3.8333,,9.3325,239.48,37.538,1.5489,74.1,8.1065,,1.6045,1.3996,9.3631,1194.28,1.7475,1.9723,7.2749,1.9558,1.6129,7.3795,34.217,9.7416,11435.03,4.5275,63.478,47.984,3.6467,,,,,2006-01-17
2209,1.2125,139.51,0.5738,28.862,7.4609,15.6466,0.6864,251.79,3.4528,0.696,0.4293,3.8552,,9.3297,239.48,37.62,1.5468,74.61,8.124,,1.6181,1.4122,9.4018,1202.98,1.762,1.9749,7.3553,1.9558,1.621,7.3815,34.282,9.7854,11522.99,4.5545,63.838,47.869,3.648,,,,,2006-01-18
2210,1.2073,139.06,0.5738,28.726,7.4625,15.6466,0.68785,251.38,3.4528,0.696,0.4293,3.8415,,9.3395,239.47,37.57,1.5537,74.8,8.129,,1.6217,1.4223,9.3615,1187.38,1.7822,1.9686,7.2562,1.9558,1.6154,7.386,34.152,9.7413,11345.0,4.525,63.685,47.543,3.6417,,,,,2006-01-19
2211,1.2068,139.15,0.5738,28.605,7.4624,15.6466,0.68525,250.6,3.4528,0.696,0.4293,3.8381,,9.3035,239.47,37.475,1.5512,74.41,8.0845,,1.6129,1.403,9.3595,1190.75,1.776,1.9646,7.2537,1.9558,1.613,7.3835,34.151,9.7326,11386.16,4.5195,63.9,47.248,3.6442,,,,,2006-01-20
2212,1.2068,139.15,0.5738,28.605,7.4624,15.6466,0.68525,250.6,3.4528,0.696,0.4293,3.8381,,9.3035,239.47,37.475,1.5512,74.41,8.0845,,1.6129,1.403,9.3595,1190.75,1.776,1.9646,7.2537,1.9558,1.613,7.3835,34.151,9.7326,11386.16,4.5195,63.9,47.248,3.6442,,,,,2006-01-21
2213,1.2068,139.15,0.5738,28.605,7.4624,15.6466,0.68525,250.6,3.4528,0.696,0.4293,3.8381,,9.3035,239.47,37.475,1.5512,74.41,8.0845,,1.6129,1.403,9.3595,1190.75,1.776,1.9646,7.2537,1.9558,1.613,7.3835,34.151,9.7326,11386.16,4.5195,63.9,47.248,3.6442,,,,,2006-01-22
2214,1.2277,140.35,0.5739,28.608,7.462,15.6466,0.6878,250.0,3.4528,0.696,0.4293,3.8415,,9.26,239.47,37.476,1.5471,75.06,8.0495,,1.6287,1.4133,9.5207,1204.99,1.794,1.9894,7.326,1.9558,1.627,7.3795,34.359,9.9008,11601.77,4.602,64.921,48.011,3.6339,,,,,2006-01-23
2215,1.2272,140.45,0.5739,28.58,7.4608,15.6466,0.6878,249.98,3.4528,0.696,0.4293,3.8414,,9.2698,239.49,37.39,1.5489,75.35,8.046,,1.6363,1.4123,9.5175,1197.26,1.8094,1.9897,7.4308,1.9558,1.622,7.38,34.34,9.8943,11648.58,4.5989,64.52,48.18,3.6269,,,,,2006-01-24
2216,1.2294,141.12,0.5739,28.408,7.4625,15.6466,0.6867,248.75,3.4528,0.6961,0.4293,3.808,,9.2687,239.46,37.215,1.5479,75.13,8.031,,1.6273,1.415,9.5362,1190.92,1.7887,1.9894,7.4191,1.9558,1.626,7.3615,34.381,9.9127,11491.2,4.6041,64.359,47.891,3.6332,,,,,2006-01-25
2217,1.2254,141.85,0.5739,28.395,7.4632,15.6466,0.6859,249.54,3.4528,0.6961,0.4293,3.8282,,9.2512,239.47,37.32,1.55,74.86,8.069,,1.6223,1.4149,9.5043,1187.41,1.7788,1.9875,7.4563,1.9558,1.623,7.3645,34.283,9.8792,11469.74,4.5897,64.223,47.664,3.621,,,,,2006-01-26
2218,1.2172,142.19,0.5739,28.387,7.463,15.6466,0.6846,251.53,3.4528,0.696,0.4293,3.8248,,9.2584,239.51,37.36,1.5526,75.29,8.088,,1.6188,1.396,9.4409,1181.66,1.7835,1.979,7.4526,1.9558,1.6134,7.355,34.148,9.8116,11411.25,4.5651,63.769,47.531,3.6216,,,,,2006-01-27
2219,1.2172,142.19,0.5739,28.387,7.463,15.6466,0.6846,251.53,3.4528,0.696,0.4293,3.8248,,9.2584,239.51,37.36,1.5526,75.29,8.088,,1.6188,1.396,9.4409,1181.66,1.7835,1.979,7.4526,1.9558,1.6134,7.355,34.148,9.8116,11411.25,4.5651,63.769,47.531,3.6216,,,,,2006-01-28
2220,1.2172,142.19,0.5739,28.387,7.463,15.6466,0.6846,251.53,3.4528,0.696,0.4293,3.8248,,9.2584,239.51,37.36,1.5526,75.29,8.088,,1.6188,1.396,9.4409,1181.66,1.7835,1.979,7.4526,1.9558,1.6134,7.355,34.148,9.8116,11411.25,4.5651,63.769,47.531,3.6216,,,,,2006-01-29
2221,1.2082,141.99,0.5739,28.393,7.4639,15.6466,0.68365,251.64,3.4528,0.6961,0.4293,3.8186,,9.2265,239.47,37.36,1.5555,75.04,8.1275,,1.6118,1.3826,9.3726,1172.92,1.7715,1.9706,7.439,1.9558,1.605,7.3545,34.01,9.7391,11341.98,4.555,63.044,47.291,3.6101,,,,,2006-01-30
2222,1.2118,142.17,0.5739,28.408,7.4639,15.6466,0.6843,252.71,3.4528,0.696,0.4293,3.8377,,9.2503,239.47,37.37,1.5547,75.73,8.092,,1.607,1.387,9.3995,1168.96,1.7698,1.9672,7.4105,1.9558,1.6057,7.351,34.088,9.7681,11359.41,4.5449,63.195,47.271,3.616,,,,,2006-01-31
2223,1.2092,142.22,0.5739,28.384,7.4646,15.6466,0.6806,251.45,3.4528,0.696,0.4293,3.8151,,9.2352,239.47,37.279,1.5538,76.0,8.0585,,1.6042,1.3782,9.3813,1163.37,1.7624,1.9656,7.3797,1.9558,1.603,7.3355,34.03,9.7471,11281.84,4.5351,62.975,47.389,3.6138,,,,,2006-02-01
2224,1.2066,143.04,0.5739,28.513,7.4654,15.6466,0.6788,250.78,3.4528,0.696,0.4293,3.8175,,9.2835,239.47,37.371,1.5555,76.34,8.0505,,1.6029,1.3786,9.3604,1173.3,1.7557,1.9708,7.3826,1.9558,1.603,7.33,34.008,9.7262,11281.71,4.5229,62.852,47.48,3.6055,,,,,2006-02-02
2225,1.2061,143.05,0.5739,28.524,7.4646,15.6466,0.6791,251.07,3.4528,0.696,0.4293,3.833,,9.278,239.46,37.365,1.5549,75.96,8.0225,,1.6037,1.3821,9.3565,1170.1,1.7482,1.9696,7.3328,1.9558,1.597,7.333,34.003,9.7221,11228.79,4.5162,62.355,47.506,3.6072,,,,,2006-02-03
2226,1.2061,143.05,0.5739,28.524,7.4646,15.6466,0.6791,251.07,3.4528,0.696,0.4293,3.833,,9.278,239.46,37.365,1.5549,75.96,8.0225,,1.6037,1.3821,9.3565,1170.1,1.7482,1.9696,7.3328,1.9558,1.597,7.333,34.003,9.7221,11228.79,4.5162,62.355,47.506,3.6072,,,,,2006-02-04
2227,1.2061,143.05,0.5739,28.524,7.4646,15.6466,0.6791,251.07,3.4528,0.696,0.4293,3.833,,9.278,239.46,37.365,1.5549,75.96,8.0225,,1.6037,1.3821,9.3565,1170.1,1.7482,1.9696,7.3328,1.9558,1.597,7.333,34.003,9.7221,11228.79,4.5162,62.355,47.506,3.6072,,,,,2006-02-05
2228,1.1981,142.28,0.5739,28.335,7.4667,15.6466,0.6833,250.36,3.4528,0.6961,0.4293,3.8133,,9.2972,239.49,37.341,1.5558,75.57,8.047,,1.6051,1.3706,9.2952,1153.89,1.7527,1.9488,7.3324,1.9558,1.592,7.335,33.846,9.6519,11046.48,4.4797,62.157,47.247,3.5982,,,,,2006-02-06
2229,1.1973,141.24,0.574,28.43,7.4674,15.6466,0.6859,249.9,3.4528,0.6961,0.4293,3.8168,,9.307,239.49,37.58,1.5549,75.09,8.0465,,1.6123,1.3734,9.2899,1159.29,1.7546,1.9485,7.3158,1.9558,1.5922,7.34,33.85,9.6462,11003.19,4.4701,61.835,47.359,3.5868,,,,,2006-02-07
2230,1.1948,141.51,0.5742,28.473,7.4667,15.6466,0.6861,251.29,3.4528,0.6961,0.4293,3.8225,,9.2713,239.49,37.65,1.5529,74.97,8.0165,,1.6195,1.3808,9.274,1161.05,1.7669,1.9518,7.4712,1.9558,1.595,7.3502,33.794,9.6235,11069.82,4.4614,61.843,47.491,3.582,,,,,2006-02-08
2231,1.1972,141.91,0.5743,28.359,7.4653,15.6466,0.6881,250.99,3.4528,0.6961,0.4293,3.8105,,9.2617,239.47,37.558,1.5563,75.26,8.0155,,1.6212,1.3761,9.2923,1164.58,1.7702,1.9504,7.3577,1.9558,1.593,7.3538,33.841,9.6444,11056.14,4.465,61.835,47.379,3.5502,,,,,2006-02-09
2232,1.197,140.77,0.5743,28.263,7.4649,15.6466,0.6839,250.69,3.4528,0.6961,0.4293,3.7774,,9.2623,239.5,37.465,1.5551,75.74,8.0755,,1.614,1.3755,9.2875,1158.46,1.7544,1.9457,7.3173,1.9558,1.5883,7.3295,33.835,9.6378,11048.31,4.4576,61.586,46.904,3.5403,,,,,2006-02-10
2233,1.197,140.77,0.5743,28.263,7.4649,15.6466,0.6839,250.69,3.4528,0.6961,0.4293,3.7774,,9.2623,239.5,37.465,1.5551,75.74,8.0755,,1.614,1.3755,9.2875,1158.46,1.7544,1.9457,7.3173,1.9558,1.5883,7.3295,33.835,9.6378,11048.31,4.4576,61.586,46.904,3.5403,,,,,2006-02-11
2234,1.197,140.77,0.5743,28.263,7.4649,15.6466,0.6839,250.69,3.4528,0.6961,0.4293,3.7774,,9.2623,239.5,37.465,1.5551,75.74,8.0755,,1.614,1.3755,9.2875,1158.46,1.7544,1.9457,7.3173,1.9558,1.5883,7.3295,33.835,9.6378,11048.31,4.4576,61.586,46.904,3.5403,,,,,2006-02-12
2235,1.1888,140.35,0.5743,28.418,7.4649,15.6466,0.6837,251.36,3.4528,0.696,0.4293,3.7923,,9.3379,239.5,37.545,1.5559,76.02,8.102,,1.6125,1.3741,9.2257,1161.16,1.7524,1.9386,7.3474,1.9558,1.5805,7.3125,33.5507,9.5665,10978.57,4.4265,61.295,46.754,3.5255,,,,,2006-02-13
2236,1.1898,139.57,0.5744,28.475,7.4649,15.6466,0.6858,251.52,3.4528,0.6961,0.4293,3.7916,,9.335,239.51,37.553,1.5574,76.04,8.136,,1.6139,1.3788,9.2338,1153.99,1.7689,1.9371,7.3334,1.9558,1.578,7.3098,33.56,9.5752,10978.88,4.4278,61.215,46.793,3.5303,,,,,2006-02-14
2237,1.1904,139.96,0.5745,28.395,7.4654,15.6466,0.6835,250.93,3.4528,0.696,0.4293,3.774,,9.3325,239.49,37.395,1.5577,75.92,8.1375,,1.6042,1.3734,9.2393,1159.57,1.7573,1.9376,7.2717,1.9558,1.5938,7.3018,33.588,9.5805,10971.92,4.4301,61.365,46.865,3.5291,,,,,2006-02-15
2238,1.1858,140.11,0.5745,28.36,7.4663,15.6466,0.68425,250.93,3.4528,0.6961,0.4293,3.7633,,9.394,239.47,37.37,1.5588,75.66,8.107,,1.609,1.3742,9.2025,1155.62,1.7666,1.9422,7.2287,1.9558,1.5783,7.29,33.515,9.5451,10936.04,4.4118,61.187,46.738,3.52,,,,,2006-02-16
2239,1.1863,140.77,0.5745,28.365,7.4653,15.6466,0.6839,251.7,3.4528,0.696,0.4293,3.7654,,9.381,239.46,37.345,1.5621,75.42,8.06,,1.6119,1.3725,9.2067,1154.03,1.7892,1.9406,7.191,1.9558,1.5751,7.2933,33.51,9.5489,10964.38,4.4134,61.332,46.663,3.5076,,,,,2006-02-17
2240,1.1863,140.77,0.5745,28.365,7.4653,15.6466,0.6839,251.7,3.4528,0.696,0.4293,3.7654,,9.381,239.46,37.345,1.5621,75.42,8.06,,1.6119,1.3725,9.2067,1154.03,1.7892,1.9406,7.191,1.9558,1.5751,7.2933,33.51,9.5489,10964.38,4.4134,61.332,46.663,3.5076,,,,,2006-02-18
2241,1.1863,140.77,0.5745,28.365,7.4653,15.6466,0.6839,251.7,3.4528,0.696,0.4293,3.7654,,9.381,239.46,37.345,1.5621,75.42,8.06,,1.6119,1.3725,9.2067,1154.03,1.7892,1.9406,7.191,1.9558,1.5751,7.2933,33.51,9.5489,10964.38,4.4134,61.332,46.663,3.5076,,,,,2006-02-19
2242,1.1932,141.11,0.5746,28.41,7.4628,15.6466,0.6848,251.68,3.4528,0.6961,0.4293,3.7665,,9.3635,239.48,37.298,1.5617,75.42,8.0555,,1.6108,1.3715,9.2603,1154.72,1.7844,1.9427,7.1977,1.9558,1.5732,7.3035,33.615,9.6032,11014.43,4.4375,61.927,46.958,3.503,,,,,2006-02-20
2243,1.1906,141.61,0.5746,28.455,7.4625,15.6466,0.6821,251.87,3.4528,0.6961,0.4293,3.7773,,9.3887,239.47,37.263,1.5598,77.02,8.0545,,1.6116,1.3668,9.2413,1153.16,1.7931,1.9421,7.2213,1.9558,1.5683,7.308,33.583,9.5825,11027.93,4.4278,61.697,46.916,3.4969,,,,,2006-02-21
2244,1.1875,140.91,0.5746,28.553,7.462,15.6466,0.6828,253.31,3.4528,0.6961,0.4293,3.813,,9.3762,239.49,37.445,1.5593,80.48,8.0575,,1.6162,1.364,9.2168,1157.34,1.8055,1.9389,7.2828,1.9558,1.5805,7.3155,33.521,9.559,11109.06,4.4187,61.513,46.926,3.4975,,,,,2006-02-22
2245,1.1957,139.88,0.5747,28.405,7.461,15.6466,0.68185,253.06,3.4528,0.6962,0.4293,3.7928,,9.4103,239.5,37.32,1.5587,79.32,8.046,,1.612,1.3718,9.2775,1154.5,1.806,1.9416,7.2626,1.9558,1.5765,7.312,33.718,9.6242,11078.16,4.442,61.734,47.017,3.5065,,,,,2006-02-23
2246,1.1896,139.11,0.5747,28.36,7.4604,15.6466,0.6803,252.77,3.4528,0.696,0.4293,3.785,,9.42,239.49,37.285,1.5602,78.82,8.0465,,1.6062,1.3715,9.2302,1149.63,1.7949,1.9323,7.283,1.9558,1.5724,7.3098,33.532,9.5682,11054.36,4.4188,62.038,46.852,3.5053,,,,,2006-02-24
2247,1.1896,139.11,0.5747,28.36,7.4604,15.6466,0.6803,252.77,3.4528,0.696,0.4293,3.785,,9.42,239.49,37.285,1.5602,78.82,8.0465,,1.6062,1.3715,9.2302,1149.63,1.7949,1.9323,7.283,1.9558,1.5724,7.3098,33.532,9.5682,11054.36,4.4188,62.038,46.852,3.5053,,,,,2006-02-25
2248,1.1896,139.11,0.5747,28.36,7.4604,15.6466,0.6803,252.77,3.4528,0.696,0.4293,3.785,,9.42,239.49,37.285,1.5602,78.82,8.0465,,1.6062,1.3715,9.2302,1149.63,1.7949,1.9323,7.283,1.9558,1.5724,7.3098,33.532,9.5682,11054.36,4.4188,62.038,46.852,3.5053,,,,,2006-02-26
2249,1.1852,137.77,0.5747,28.34,7.4598,15.6466,0.68105,252.5,3.4528,0.6962,0.4293,3.768,,9.444,239.51,37.271,1.5637,78.62,8.0265,,1.6072,1.359,9.1957,1148.28,1.7984,1.9234,7.2971,1.9558,1.561,7.315,33.336,9.5314,10945.32,4.4009,61.583,46.517,3.4995,,,,,2006-02-27
2250,1.1875,138.18,0.5747,28.32,7.461,15.6466,0.6796,253.23,3.4528,0.6962,0.4293,3.7875,,9.449,239.49,37.108,1.5661,77.78,8.024,,1.6051,1.3532,9.2133,1153.06,1.7993,1.9281,7.352,1.9558,1.5585,7.3045,33.368,9.5493,10904.22,4.4116,61.192,46.526,3.4802,,,,,2006-02-28
2251,1.1954,138.56,0.5747,28.265,7.4604,15.6466,0.6806,253.42,3.4528,0.6962,0.4293,3.7748,,9.4475,239.5,36.975,1.5614,77.33,8.029,,1.6047,1.3607,9.2739,1157.8,1.7955,1.9341,7.3652,1.9558,1.5708,7.3105,33.494,9.6098,10976.76,4.4343,61.396,46.587,3.4753,,,,,2006-03-01
2252,1.1921,138.73,0.5747,28.33,7.4603,15.6466,0.6831,253.29,3.4528,0.6961,0.4293,3.7746,,9.4623,239.5,36.95,1.5646,78.78,8.0095,,1.5974,1.3524,9.2485,1155.38,1.79,1.9285,7.3189,1.9558,1.555,7.3145,33.419,9.5838,10955.4,4.4191,61.095,46.011,3.4782,,,,,2006-03-02
2253,1.202,139.96,0.5747,28.523,7.4618,15.6466,0.685,254.47,3.4528,0.696,0.4293,3.8015,,9.4603,239.5,37.16,1.5628,79.11,8.012,,1.6123,1.3627,9.3258,1167.5,1.8028,1.946,7.3909,1.9558,1.566,7.3215,33.578,9.6617,11040.37,4.454,61.506,46.658,3.479,,,,,2006-03-03
2254,1.202,139.96,0.5747,28.523,7.4618,15.6466,0.685,254.47,3.4528,0.696,0.4293,3.8015,,9.4603,239.5,37.16,1.5628,79.11,8.012,,1.6123,1.3627,9.3258,1167.5,1.8028,1.946,7.3909,1.9558,1.566,7.3215,33.578,9.6617,11040.37,4.454,61.506,46.658,3.479,,,,,2006-03-04
2255,1.202,139.96,0.5747,28.523,7.4618,15.6466,0.685,254.47,3.4528,0.696,0.4293,3.8015,,9.4603,239.5,37.16,1.5628,79.11,8.012,,1.6123,1.3627,9.3258,1167.5,1.8028,1.946,7.3909,1.9558,1.566,7.3215,33.578,9.6617,11040.37,4.454,61.506,46.658,3.479,,,,,2006-03-05
2256,1.2017,141.04,0.5747,28.546,7.4622,15.6466,0.6855,254.72,3.4528,0.6961,0.4293,3.8177,,9.4543,239.51,37.178,1.5607,79.51,7.979,,1.6169,1.3686,9.3247,1171.6,1.8185,1.9536,7.4812,1.9558,1.5748,7.328,33.583,9.6595,11037.61,4.4547,61.323,46.606,3.4813,,,,,2006-03-06
2257,1.1913,140.34,0.5747,28.767,7.4598,15.6466,0.6858,255.34,3.4528,0.6962,0.4293,3.8562,,9.4733,239.52,37.439,1.5616,79.53,7.9875,,1.618,1.3636,9.2462,1163.54,1.8357,1.945,7.5189,1.9558,1.58,7.3249,33.406,9.581,11021.91,4.4239,60.816,46.58,3.4909,,,,,2006-03-07
2258,1.1914,140.35,0.5747,28.805,7.4586,15.6466,0.68605,255.8,3.4528,0.696,0.4293,3.8877,,9.472,239.54,37.584,1.5598,82.13,8.0075,,1.6227,1.3733,9.2469,1170.07,1.8358,1.9446,7.5139,1.9558,1.61,7.323,33.41,9.5878,11097.89,4.4308,61.0,46.705,3.4945,,,,,2006-03-08
2259,1.192,140.1,0.5747,28.7,7.4596,15.6466,0.6858,257.25,3.4528,0.696,0.4293,3.8763,,9.4299,239.54,37.527,1.5635,82.67,8.0235,,1.6194,1.3793,9.2513,1170.6,1.8328,1.9396,7.4667,1.9558,1.6015,7.3178,33.427,9.5932,11089.77,4.4342,61.233,46.568,3.4939,,,,,2006-03-09
2260,1.1919,141.11,0.575,28.78,7.4601,15.6466,0.6862,258.71,3.4528,0.696,0.4293,3.9053,,9.3925,239.56,37.605,1.5664,83.97,7.9735,,1.6217,1.3867,9.2512,1168.24,1.8524,1.9386,7.4711,1.9558,1.6085,7.325,33.42,9.5938,11013.16,4.4303,61.085,46.562,3.504,,,,,2006-03-10
2261,1.1919,141.11,0.575,28.78,7.4601,15.6466,0.6862,258.71,3.4528,0.696,0.4293,3.9053,,9.3925,239.56,37.605,1.5664,83.97,7.9735,,1.6217,1.3867,9.2512,1168.24,1.8524,1.9386,7.4711,1.9558,1.6085,7.325,33.42,9.5938,11013.16,4.4303,61.085,46.562,3.504,,,,,2006-03-11
2262,1.1919,141.11,0.575,28.78,7.4601,15.6466,0.6862,258.71,3.4528,0.696,0.4293,3.9053,,9.3925,239.56,37.605,1.5664,83.97,7.9735,,1.6217,1.3867,9.2512,1168.24,1.8524,1.9386,7.4711,1.9558,1.6085,7.325,33.42,9.5938,11013.16,4.4303,61.085,46.562,3.504,,,,,2006-03-12
