,USD,JPY,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,BGN,TRY,HRK,RUB,CNY,IDR,MYR,PHP,THB,RON,BRL,MXN,INR,ILS,date
4021,1.3421,110.2,,24.888,7.4533,,0.85875,275.85,3.4528,0.7098,,3.9403,,8.9545,,,1.2669,,7.809,,1.3298,1.333,10.4253,1502.39,1.7483,1.7244,8.9185,1.9558,2.0744,7.3895,40.9015,8.8697,12053.57,4.1129,58.516,40.337,4.2676,2.2192,16.3642,60.4481,4.7301,2011-01-04
4022,1.3213,108.72,,24.875,7.4527,,0.8483,277.05,3.4528,0.7063,,3.8973,,8.9295,,,1.2617,,7.7895,,1.3215,1.3218,10.2692,1489.33,1.7281,1.7066,8.9071,1.9558,2.049,7.398,40.4227,8.7457,11862.2,4.0565,57.896,39.877,4.27,2.2,16.1978,59.98,4.6814,2011-01-05
4023,1.3091,108.92,,24.71,7.4517,,0.8445,275.95,3.4528,0.7015,,3.8553,,8.921,,,1.2677,,7.7475,,1.3138,1.3011,10.1777,1466.14,1.7269,1.6939,8.8589,1.9558,2.0251,7.3995,40.033,8.6748,11778.06,4.017,57.496,39.568,4.2575,2.2042,15.9448,59.2825,4.6635,2011-01-06
4024,1.2961,108.29,,24.565,7.4503,,0.8383,277.27,3.4528,0.7009,,3.8768,,8.9378,,,1.2512,,7.726,,1.306,1.2867,10.0738,1458.71,1.7112,1.6824,8.8673,1.9558,2.0344,7.4035,39.8538,8.5906,11703.25,3.9784,57.455,39.423,4.2583,2.1917,15.8369,58.92,4.648,2011-01-07
4025,1.2961,108.29,,24.565,7.4503,,0.8383,277.27,3.4528,0.7009,,3.8768,,8.9378,,,1.2512,,7.726,,1.306,1.2867,10.0738,1458.71,1.7112,1.6824,8.8673,1.9558,2.0344,7.4035,39.8538,8.5906,11703.25,3.9784,57.455,39.423,4.2583,2.1917,15.8369,58.92,4.648,2011-01-08
4026,1.2961,108.29,,24.565,7.4503,,0.8383,277.27,3.4528,0.7009,,3.8768,,8.9378,,,1.2512,,7.726,,1.306,1.2867,10.0738,1458.71,1.7112,1.6824,8.8673,1.9558,2.0344,7.4035,39.8538,8.5906,11703.25,3.9784,57.455,39.423,4.2583,2.1917,15.8369,58.92,4.648,2011-01-09
4027,1.2903,107.17,,24.648,7.4494,,0.8318,280.42,3.4528,0.7006,,3.9047,,8.9205,,,1.2459,,7.7085,,1.3037,1.285,10.034,1459.3,1.7011,1.6802,8.8717,1.9558,2.0524,7.4023,39.675,8.5646,11738.82,3.9748,57.308,39.65,4.2638,2.1818,15.8223,58.754,4.6192,2011-01-10
4028,1.2948,107.61,,24.553,7.45,,0.8319,279.24,3.4528,0.7011,,3.8882,,8.874,,,1.2538,,7.726,,1.3134,1.2839,10.0702,1455.86,1.7064,1.6768,8.8723,1.9558,2.0465,7.4055,39.5927,8.5716,11756.42,3.9744,57.19,39.504,4.258,2.1866,15.8001,58.48,4.5914,2011-01-11
4029,1.2973,108.17,,24.39,7.4496,,0.83155,275.57,3.4528,0.7009,,3.8425,,8.8435,,,1.2622,,7.706,,1.3098,1.2784,10.0858,1445.89,1.7113,1.6754,8.8815,1.9558,2.0377,7.4015,39.3615,8.5671,11715.84,3.9734,57.017,39.4,4.2525,2.1812,15.6831,58.505,4.5968,2011-01-12
4030,1.3199,109.5,,24.37,7.45,,0.83575,274.61,3.4528,0.7012,,3.8656,,8.9005,,,1.2823,,7.797,,1.3203,1.3052,10.2613,1469.15,1.7153,1.6986,9.0312,1.9558,2.0455,7.3985,39.68,8.7174,11967.43,4.033,58.275,40.164,4.2583,2.2054,15.9292,59.611,4.7036,2011-01-13
4031,1.3349,110.71,,24.384,7.4498,,0.8422,276.6,3.4528,0.7019,,3.88,,8.9765,,,1.2915,,7.85,,1.3528,1.33,10.3796,1493.78,1.7396,1.7222,9.2959,1.9558,2.073,7.3985,40.1143,8.797,12030.62,4.0886,59.202,40.687,4.2652,2.2524,16.25,60.6595,4.745,2011-01-14
4032,1.3349,110.71,,24.384,7.4498,,0.8422,276.6,3.4528,0.7019,,3.88,,8.9765,,,1.2915,,7.85,,1.3528,1.33,10.3796,1493.78,1.7396,1.7222,9.2959,1.9558,2.073,7.3985,40.1143,8.797,12030.62,4.0886,59.202,40.687,4.2652,2.2524,16.25,60.6595,4.745,2011-01-15
4033,1.3349,110.71,,24.384,7.4498,,0.8422,276.6,3.4528,0.7019,,3.88,,8.9765,,,1.2915,,7.85,,1.3528,1.33,10.3796,1493.78,1.7396,1.7222,9.2959,1.9558,2.073,7.3985,40.1143,8.797,12030.62,4.0886,59.202,40.687,4.2652,2.2524,16.25,60.6595,4.745,2011-01-16
4034,1.3311,109.91,,24.335,7.45,,0.8361,274.74,3.4528,0.7019,,3.873,,8.916,,,1.2854,,7.786,,1.3371,1.3139,10.3517,1484.14,1.7189,1.7136,9.2223,1.9558,2.0554,7.3955,39.8748,8.7759,12085.48,4.0672,59.227,40.685,4.2588,2.2369,16.0125,60.625,4.7242,2011-01-17
4035,1.3371,110.29,,24.285,7.4509,,0.83565,272.6,3.4528,0.702,,3.8707,,8.9203,,,1.2812,,7.82,,1.3416,1.3182,10.398,1487.21,1.7326,1.7162,9.2165,1.9558,2.0545,7.3925,39.995,8.802,12103.98,4.0882,59.527,40.768,4.258,2.2391,16.0036,60.805,4.725,2011-01-18
4036,1.3506,110.85,,24.258,7.4513,,0.8433,272.4,3.4528,0.7029,,3.8658,,8.9325,,,1.2964,,7.826,,1.3425,1.3388,10.5045,1500.81,1.7377,1.7293,9.4201,1.9558,2.0792,7.3915,40.2625,8.8902,12228.87,4.1227,59.736,41.133,4.2595,2.2543,16.2268,61.3172,4.7737,2011-01-19
4037,1.3472,110.93,,24.42,7.4518,,0.8436,275.0,3.4528,0.7029,,3.9132,,8.949,,,1.2873,,7.8745,,1.3583,1.3463,10.485,1513.54,1.7684,1.7338,9.5302,1.9558,2.1278,7.3935,40.4225,8.8719,12209.23,4.1231,60.043,41.164,4.2681,2.2511,16.3188,61.48,4.8753,2011-01-20
4038,1.3521,111.87,,24.285,7.4533,,0.84825,274.24,3.4528,0.7035,,3.8748,,8.959,,,1.3013,,7.892,,1.3666,1.3475,10.5301,1515.18,1.7844,1.7363,9.652,1.9558,2.1309,7.3945,40.5013,8.9013,12251.25,4.1374,60.127,41.506,4.2628,2.2605,16.3146,61.682,4.9117,2011-01-21
4039,1.3521,111.87,,24.285,7.4533,,0.84825,274.24,3.4528,0.7035,,3.8748,,8.959,,,1.3013,,7.892,,1.3666,1.3475,10.5301,1515.18,1.7844,1.7363,9.652,1.9558,2.1309,7.3945,40.5013,8.9013,12251.25,4.1374,60.127,41.506,4.2628,2.2605,16.3146,61.682,4.9117,2011-01-22
4040,1.3521,111.87,,24.285,7.4533,,0.84825,274.24,3.4528,0.7035,,3.8748,,8.959,,,1.3013,,7.892,,1.3666,1.3475,10.5301,1515.18,1.7844,1.7363,9.652,1.9558,2.1309,7.3945,40.5013,8.9013,12251.25,4.1374,60.127,41.506,4.2628,2.2605,16.3146,61.682,4.9117,2011-01-23
4041,1.3571,112.46,,24.219,7.453,,0.8516,274.02,3.4528,0.703,,3.877,,8.953,,,1.2989,,7.883,,1.369,1.3498,10.581,1523.05,1.7871,1.7417,9.5862,1.9558,2.1262,7.395,40.52,8.9315,12319.03,4.1513,60.531,42.019,4.2665,2.2697,16.3505,61.92,4.9168,2011-01-24
4042,1.3596,112.08,,24.222,7.4539,,0.862,275.22,3.4528,0.7028,,3.8755,,8.9074,,,1.2871,,7.848,,1.3724,1.3595,10.5967,1524.95,1.781,1.7442,9.6065,1.9558,2.1294,7.4093,40.52,8.9498,12305.86,4.1536,60.624,42.1,4.2605,2.2734,16.4593,62.3037,4.9189,2011-01-25
4043,1.3681,112.47,,24.219,7.4523,,0.86325,274.23,3.4528,0.704,,3.873,,8.8585,,,1.2922,,7.8665,,1.3725,1.363,10.6511,1528.28,1.7834,1.7523,9.7168,1.9558,2.1589,7.4115,40.7,9.0062,12365.11,4.1748,60.606,42.146,4.27,2.2821,16.4896,62.5308,4.9341,2011-01-26
4044,1.3716,113.9,,24.24,7.4538,,0.85955,272.9,3.4528,0.7055,,3.8985,,8.8452,,,1.294,,7.923,,1.3845,1.3651,10.685,1525.37,1.7738,1.755,9.7097,1.9558,2.166,7.412,40.6428,9.0279,12391.33,4.1847,60.499,42.266,4.267,2.2892,16.4574,62.553,5.004,2011-01-27
4045,1.371,112.76,,24.248,7.454,,0.8609,271.7,3.4528,0.7049,,3.9161,,8.853,,,1.2942,,7.933,,1.3751,1.3644,10.6776,1527.75,1.7643,1.7542,9.7381,1.9558,2.1859,7.423,40.713,9.0431,12379.37,4.1877,60.457,42.515,4.2574,2.2982,16.5103,62.744,5.0348,2011-01-28
4046,1.371,112.76,,24.248,7.454,,0.8609,271.7,3.4528,0.7049,,3.9161,,8.853,,,1.2942,,7.933,,1.3751,1.3644,10.6776,1527.75,1.7643,1.7542,9.7381,1.9558,2.1859,7.423,40.713,9.0431,12379.37,4.1877,60.457,42.515,4.2574,2.2982,16.5103,62.744,5.0348,2011-01-29
4047,1.371,112.76,,24.248,7.454,,0.8609,271.7,3.4528,0.7049,,3.9161,,8.853,,,1.2942,,7.933,,1.3751,1.3644,10.6776,1527.75,1.7643,1.7542,9.7381,1.9558,2.1859,7.423,40.713,9.0431,12379.37,4.1877,60.457,42.515,4.2574,2.2982,16.5103,62.744,5.0348,2011-01-30
4048,1.3692,112.49,,24.223,7.4544,,0.8609,273.85,3.4528,0.703,,3.9362,,8.867,,,1.2891,,7.927,,1.3763,1.3679,10.6762,1534.05,1.7763,1.7534,9.8458,1.9558,2.1972,7.4171,40.795,9.0299,12401.38,4.1891,60.7,42.295,4.259,2.2962,16.6417,62.857,5.084,2011-01-31
4049,1.3755,112.19,,24.111,7.4548,,0.8536,271.6,3.4528,0.7023,,3.9138,,8.805,,,1.2954,,7.882,,1.3647,1.3717,10.718,1529.77,1.7671,1.7539,9.848,1.9558,2.1873,7.418,40.747,9.0604,12418.7,4.198,60.722,42.517,4.258,2.2914,16.6367,62.957,5.082,2011-02-01
4050,1.3803,112.35,,24.124,7.4549,,0.8519,269.59,3.4528,0.7015,,3.9128,,8.8615,,,1.2922,,7.884,,1.3676,1.3649,10.749,1521.85,1.7657,1.756,9.8704,1.9558,2.1824,7.4207,40.65,9.089,12462.41,4.1945,60.583,42.589,4.258,2.2984,16.5974,62.8865,5.0803,2011-02-02
4051,1.3745,112.46,,24.088,7.4557,,0.84865,269.75,3.4528,0.7015,,3.9147,,8.88,,,1.2987,,7.8585,,1.3582,1.3596,10.699,1518.9,1.7821,1.7493,9.8951,1.9558,2.1885,7.4207,40.363,9.0511,12436.82,4.1634,60.383,42.431,4.263,2.2917,16.5427,62.67,5.071,2011-02-03
4052,1.3631,111.42,,24.018,7.4544,,0.8472,270.35,3.4528,0.7015,,3.9008,,8.8185,,,1.2954,,7.8075,,1.3406,1.3448,10.6124,1505.75,1.7685,1.7362,9.9353,1.9558,2.1736,7.422,40.0029,8.976,12210.64,4.1302,59.575,41.997,4.264,2.2718,16.3538,62.154,5.0716,2011-02-04
4053,1.3631,111.42,,24.018,7.4544,,0.8472,270.35,3.4528,0.7015,,3.9008,,8.8185,,,1.2954,,7.8075,,1.3406,1.3448,10.6124,1505.75,1.7685,1.7362,9.9353,1.9558,2.1736,7.422,40.0029,8.976,12210.64,4.1302,59.575,41.997,4.264,2.2718,16.3538,62.154,5.0716,2011-02-05
4054,1.3631,111.42,,24.018,7.4544,,0.8472,270.35,3.4528,0.7015,,3.9008,,8.8185,,,1.2954,,7.8075,,1.3406,1.3448,10.6124,1505.75,1.7685,1.7362,9.9353,1.9558,2.1736,7.422,40.0029,8.976,12210.64,4.1302,59.575,41.997,4.264,2.2718,16.3538,62.154,5.0716,2011-02-06
4055,1.3553,111.52,,24.07,7.4546,,0.8402,269.17,3.4528,0.7015,,3.874,,8.805,,,1.2953,,7.8385,,1.3355,1.338,10.5511,1497.5,1.7582,1.7284,9.8535,1.9558,2.1387,7.4143,39.81,8.9247,12114.61,4.1089,58.855,41.662,4.259,2.2702,16.2228,61.625,4.9969,2011-02-07
4056,1.3635,112.09,,24.018,7.4546,,0.8486,269.23,3.4528,0.7022,,3.8856,,8.7715,,,1.303,,7.859,,1.3457,1.3502,10.6097,1504.34,1.7587,1.7349,9.8957,1.9558,2.1509,7.4148,39.9615,8.9786,12155.4,4.1335,59.052,41.887,4.255,2.285,16.3859,61.763,5.0146,2011-02-08
4057,1.3647,112.65,,24.212,7.456,,0.85,271.61,3.4528,0.7035,,3.8943,,8.7885,,,1.3152,,7.8685,,1.351,1.3573,10.6275,1515.22,1.7687,1.7399,9.8339,1.9558,2.165,7.4158,40.0022,8.993,12180.12,4.1473,59.383,41.937,4.2565,2.2768,16.4647,62.05,5.0013,2011-02-09
4058,1.3604,112.71,,24.246,7.4559,,0.8478,273.28,3.4528,0.7043,,3.9337,,8.8234,,,1.3105,,7.932,,1.3559,1.3572,10.5947,1525.19,1.7737,1.7402,9.91,1.9558,2.177,7.414,39.883,8.9605,12165.92,4.1472,59.466,41.914,4.2645,2.273,16.5127,62.208,5.0257,2011-02-10
4059,1.3524,113.01,,24.25,7.4566,,0.8457,271.67,3.4528,0.704,,3.9193,,8.8022,,,1.3163,,7.93,,1.3544,1.3464,10.5411,1525.88,1.7869,1.7358,9.8878,1.9558,2.1575,7.411,39.688,8.9164,12107.49,4.1413,59.354,41.722,4.2583,2.2586,16.3513,61.788,4.9867,2011-02-11
4060,1.3524,113.01,,24.25,7.4566,,0.8457,271.67,3.4528,0.704,,3.9193,,8.8022,,,1.3163,,7.93,,1.3544,1.3464,10.5411,1525.88,1.7869,1.7358,9.8878,1.9558,2.1575,7.411,39.688,8.9164,12107.49,4.1413,59.354,41.722,4.2583,2.2586,16.3513,61.788,4.9867,2011-02-12
4061,1.3524,113.01,,24.25,7.4566,,0.8457,271.67,3.4528,0.704,,3.9193,,8.8022,,,1.3163,,7.93,,1.3544,1.3464,10.5411,1525.88,1.7869,1.7358,9.8878,1.9558,2.1575,7.411,39.688,8.9164,12107.49,4.1413,59.354,41.722,4.2583,2.2586,16.3513,61.788,4.9867,2011-02-13
4062,1.344,112.15,,24.235,7.4568,,0.84,272.35,3.4528,0.7058,,3.9436,,8.7562,,,1.3065,,7.877,,1.343,1.328,10.4735,1511.82,1.7797,1.7233,9.8273,1.9558,2.146,7.412,39.3787,8.8662,11978.93,4.1026,58.667,41.368,4.249,2.2438,16.1932,61.152,4.9347,2011-02-14
4063,1.351,113.21,,24.293,7.4567,,0.8375,271.06,3.4528,0.7059,,3.9287,,8.7255,,,1.3124,,7.8335,,1.3503,1.3317,10.5282,1514.24,1.7925,1.729,9.8511,1.9558,2.1504,7.4068,39.577,8.902,12015.55,4.1185,58.919,41.489,4.2518,2.2525,16.262,61.498,4.9259,2011-02-15
4064,1.351,113.12,,24.325,7.4563,,0.8419,270.77,3.4528,0.7053,,3.9093,,8.7325,,,1.3073,,7.8275,,1.3507,1.3328,10.5248,1513.0,1.7931,1.7293,9.8147,1.9558,2.1425,7.408,39.608,8.8963,12008.79,4.1158,58.818,41.395,4.2492,2.2542,16.3809,61.498,4.88,2011-02-16
4065,1.356,113.39,,24.325,7.4555,,0.8409,269.25,3.4528,0.7044,,3.9075,,8.743,,,1.2973,,7.8075,,1.3498,1.3327,10.5616,1514.32,1.7951,1.7332,9.8149,1.9558,2.139,7.408,39.705,8.9225,12035.99,4.125,58.783,41.521,4.248,2.2673,16.3585,61.488,4.9107,2011-02-17
4066,1.3627,113.62,,24.375,7.4546,,0.8395,270.05,3.4528,0.7045,,3.9145,,8.7328,,,1.2973,,7.7555,,1.3479,1.3398,10.6081,1514.95,1.7891,1.7358,9.7676,1.9558,2.1509,7.408,39.789,8.9529,12065.48,4.1238,58.974,41.671,4.242,2.2715,16.3544,61.594,4.9469,2011-02-18
4067,1.3627,113.62,,24.375,7.4546,,0.8395,270.05,3.4528,0.7045,,3.9145,,8.7328,,,1.2973,,7.7555,,1.3479,1.3398,10.6081,1514.95,1.7891,1.7358,9.7676,1.9558,2.1509,7.408,39.789,8.9529,12065.48,4.1238,58.974,41.671,4.242,2.2715,16.3544,61.594,4.9469,2011-02-19
4068,1.3627,113.62,,24.375,7.4546,,0.8395,270.05,3.4528,0.7045,,3.9145,,8.7328,,,1.2973,,7.7555,,1.3479,1.3398,10.6081,1514.95,1.7891,1.7358,9.7676,1.9558,2.1509,7.408,39.789,8.9529,12065.48,4.1238,58.974,41.671,4.242,2.2715,16.3544,61.594,4.9469,2011-02-20
4069,1.3668,113.68,,24.458,7.4553,,0.8425,271.01,3.4528,0.7041,,3.9277,,8.762,,,1.296,,7.769,,1.3521,1.3444,10.6389,1531.28,1.7899,1.7436,9.7702,1.9558,2.1609,7.4085,39.862,8.976,12095.94,4.151,59.328,41.728,4.2328,2.2751,16.4539,61.489,4.921,2011-02-21
4070,1.3667,113.63,,24.495,7.4554,,0.84584,272.73,3.4528,0.7045,,3.9655,,8.787,,,1.2844,,7.7515,,1.3635,1.3491,10.6469,1542.1,1.8243,1.749,9.764,1.9558,2.1824,7.4085,39.9817,8.9929,12131.37,4.1691,59.704,41.862,4.229,2.2807,16.5583,61.864,4.9712,2011-02-22
4071,1.3731,113.69,,24.527,7.4551,,0.8459,272.65,3.4528,0.7045,,3.9583,,8.7935,,,1.2853,,7.739,,1.3691,1.3629,10.7008,1543.26,1.8394,1.7518,9.7189,1.9558,2.1878,7.4105,40.192,9.0272,12156.39,4.1838,59.849,42.044,4.2253,2.291,16.626,61.971,4.9872,2011-02-23
4072,1.3773,112.69,,24.529,7.4547,,0.8513,273.4,3.4528,0.7037,,3.9975,,8.7985,,,1.2748,,7.719,,1.3682,1.355,10.737,1563.18,1.845,1.7606,9.7389,1.9558,2.2132,7.4225,40.0115,9.0551,12219.39,4.2152,60.318,42.159,4.232,2.2979,16.7989,62.623,5.0388,2011-02-24
4073,1.3762,112.52,,24.479,7.4553,,0.8553,272.81,3.4528,0.7048,,3.9709,,8.832,,,1.2799,,7.764,,1.3577,1.3487,10.7253,1549.41,1.8337,1.754,9.615,1.9558,2.1975,7.425,39.823,9.0513,12162.05,4.1964,60.191,42.153,4.2125,2.2853,16.6656,62.376,5.0157,2011-02-25
4074,1.3762,112.52,,24.479,7.4553,,0.8553,272.81,3.4528,0.7048,,3.9709,,8.832,,,1.2799,,7.764,,1.3577,1.3487,10.7253,1549.41,1.8337,1.754,9.615,1.9558,2.1975,7.425,39.823,9.0513,12162.05,4.1964,60.191,42.153,4.2125,2.2853,16.6656,62.376,5.0157,2011-02-26
4075,1.3762,112.52,,24.479,7.4553,,0.8553,272.81,3.4528,0.7048,,3.9709,,8.832,,,1.2799,,7.764,,1.3577,1.3487,10.7253,1549.41,1.8337,1.754,9.615,1.9558,2.1975,7.425,39.823,9.0513,12162.05,4.1964,60.191,42.153,4.2125,2.2853,16.6656,62.376,5.0157,2011-02-27
4076,1.3834,113.26,,24.353,7.4564,,0.8528,270.72,3.4528,0.7045,,3.9548,,8.7445,,,1.284,,7.709,,1.3601,1.3535,10.7771,1557.85,1.839,1.7582,9.64,1.9558,2.2122,7.4279,39.9015,9.0912,12196.5,4.2166,60.228,42.304,4.2057,2.2932,16.735,62.63,5.0148,2011-02-28
4077,1.3825,113.39,,24.355,7.4559,,0.8494,272.64,3.4528,0.7045,,3.9725,,8.709,,,1.2849,,7.712,,1.3572,1.3408,10.7668,1550.25,1.8397,1.7562,9.6111,1.9558,2.2214,7.4222,39.675,9.0816,12163.51,4.1897,60.026,42.235,4.212,2.2991,16.7175,62.143,5.0152,2011-03-01
4078,1.3809,113.33,,24.289,7.4559,,0.8478,271.28,3.4528,0.705,,3.9845,,8.733,,,1.2799,,7.702,,1.3619,1.3454,10.7585,1554.74,1.8634,1.7547,9.5742,1.9558,2.2353,7.4225,39.319,9.076,12171.77,4.1917,60.002,42.2,4.203,2.2951,16.7422,62.071,5.0243,2011-03-02
4079,1.385,113.43,,24.208,7.4564,,0.8513,270.9,3.4528,0.7045,,3.9826,,8.7576,,,1.2844,,7.7145,,1.3609,1.3469,10.7889,1553.71,1.8581,1.7578,9.5409,1.9558,2.2243,7.4125,39.0585,9.0995,12196.03,4.1979,60.068,42.256,4.2045,2.2985,16.7066,62.384,5.0002,2011-03-03
4080,1.3957,115.63,,24.312,7.4569,,0.85805,271.95,3.4528,0.7055,,3.99,,8.835,,,1.3,,7.78,,1.3791,1.3575,10.8721,1555.94,1.8965,1.7688,9.6543,1.9558,2.2303,7.408,39.3927,9.1673,12285.63,4.2241,60.339,42.555,4.206,2.3029,16.724,62.789,5.048,2011-03-04
4081,1.3957,115.63,,24.312,7.4569,,0.85805,271.95,3.4528,0.7055,,3.99,,8.835,,,1.3,,7.78,,1.3791,1.3575,10.8721,1555.94,1.8965,1.7688,9.6543,1.9558,2.2303,7.408,39.3927,9.1673,12285.63,4.2241,60.339,42.555,4.206,2.3029,16.724,62.789,5.048,2011-03-05
4082,1.3957,115.63,,24.312,7.4569,,0.85805,271.95,3.4528,0.7055,,3.99,,8.835,,,1.3,,7.78,,1.3791,1.3575,10.8721,1555.94,1.8965,1.7688,9.6543,1.9558,2.2303,7.408,39.3927,9.1673,12285.63,4.2241,60.339,42.555,4.206,2.3029,16.724,62.789,5.048,2011-03-06
4083,1.4028,115.15,,24.226,7.4572,,0.861,271.66,3.4528,0.7061,,3.9732,,8.8755,,,1.296,,7.76,,1.3803,1.3616,10.9242,1565.87,1.8985,1.7733,9.6253,1.9558,2.2473,7.4072,39.4734,9.1975,12321.23,4.247,60.659,42.673,4.2005,2.3211,16.8308,63.2,5.0482,2011-03-07
4084,1.3898,114.64,,24.233,7.4576,,0.8605,272.62,3.4528,0.7059,,3.9848,,8.847,,,1.2949,,7.755,,1.3778,1.3539,10.8263,1555.93,1.8793,1.7641,9.6129,1.9558,2.2152,7.4049,39.2993,9.1292,12212.12,4.2167,60.487,42.222,4.1895,2.2994,16.7804,62.664,4.9755,2011-03-08
4085,1.3928,115.14,,24.29,7.458,,0.859,272.88,3.4528,0.706,,3.9801,,8.8055,,,1.292,,7.751,,1.3759,1.3481,10.8484,1551.01,1.8808,1.7643,9.5727,1.9558,2.2069,7.3939,39.475,9.1539,12217.55,4.2237,60.318,42.23,4.1902,2.3039,16.6906,62.683,4.9636,2011-03-09
4086,1.3817,114.78,,24.362,7.4581,,0.85655,272.98,3.4528,0.7065,,3.9915,,8.8115,,,1.2914,,7.782,,1.3782,1.3416,10.764,1551.67,1.8795,1.7566,9.516,1.9558,2.1823,7.3925,39.41,9.0845,12134.82,4.1962,60.066,41.976,4.192,2.2919,16.4954,62.429,4.9229,2011-03-10
4087,1.3773,113.24,,24.335,7.4582,,0.8612,272.8,3.4528,0.7067,,4.0412,,8.813,,,1.2842,,7.8055,,1.3768,1.3488,10.7315,1552.5,1.8678,1.754,9.5653,1.9558,2.1861,7.3928,39.582,9.0551,12093.52,4.1891,60.172,41.953,4.1883,2.2915,16.5368,62.309,4.9341,2011-03-11
4088,1.3773,113.24,,24.335,7.4582,,0.8612,272.8,3.4528,0.7067,,4.0412,,8.813,,,1.2842,,7.8055,,1.3768,1.3488,10.7315,1552.5,1.8678,1.754,9.5653,1.9558,2.1861,7.3928,39.582,9.0551,12093.52,4.1891,60.172,41.953,4.1883,2.2915,16.5368,62.309,4.9341,2011-03-12
4089,1.3773,113.24,,24.335,7.4582,,0.8612,272.8,3.4528,0.7067,,4.0412,,8.813,,,1.2842,,7.8055,,1.3768,1.3488,10.7315,1552.5,1.8678,1.754,9.5653,1.9558,2.1861,7.3928,39.582,9.0551,12093.52,4.1891,60.172,41.953,4.1883,2.2915,16.5368,62.309,4.9341,2011-03-13
4090,1.3948,114.16,,24.331,7.4584,,0.8659,273.05,3.4528,0.7066,,4.0315,,8.8405,,,1.2941,,7.829,,1.3846,1.3597,10.8694,1570.42,1.8918,1.7692,9.6345,1.9558,2.2024,7.3885,39.8377,9.1603,12221.5,4.2339,60.727,42.304,4.1838,2.321,16.6373,62.8501,4.9543,2011-03-14
4091,1.3884,112.39,,24.394,7.4587,,0.8674,274.04,3.4528,0.7069,,4.0584,,8.979,,,1.2756,,7.914,,1.4105,1.3779,10.8267,1577.24,1.9086,1.7844,9.7478,1.9558,2.2034,7.3835,40.1025,9.1255,12254.64,4.2596,60.818,42.291,4.1808,2.3259,16.7628,62.82,4.9768,2011-03-15
4092,1.3951,112.43,,24.368,7.4586,,0.8673,273.4,3.4528,0.706,,4.0625,,8.973,,,1.2755,,7.869,,1.4066,1.374,10.8761,1580.49,1.8991,1.7857,9.7506,1.9558,2.2126,7.375,39.964,9.1676,12242.84,4.2637,61.117,42.453,4.1788,2.3179,16.7828,62.943,4.9547,2011-03-16
4093,1.4004,110.42,,24.396,7.4586,,0.86745,273.74,3.4528,0.707,,4.079,,8.9905,,,1.2625,,7.8985,,1.4216,1.3808,10.9252,1586.55,1.9391,1.7922,9.922,1.9558,2.2182,7.3763,40.09,9.2076,12298.92,4.2803,61.477,42.404,4.18,2.3367,16.9434,63.23,4.9838,2011-03-17
4094,1.413,114.68,,24.388,7.4568,,0.8738,273.35,3.4528,0.707,,4.0588,,8.9065,,,1.2758,,7.883,,1.424,1.3894,11.0232,1592.95,1.9434,1.8012,9.9204,1.9558,2.2303,7.38,40.2355,9.2823,12393.86,4.303,61.662,42.8,4.1705,2.3584,17.0148,63.6365,5.007,2011-03-18
4095,1.413,114.68,,24.388,7.4568,,0.8738,273.35,3.4528,0.707,,4.0588,,8.9065,,,1.2758,,7.883,,1.424,1.3894,11.0232,1592.95,1.9434,1.8012,9.9204,1.9558,2.2303,7.38,40.2355,9.2823,12393.86,4.303,61.662,42.8,4.1705,2.3584,17.0148,63.6365,5.007,2011-03-19
4096,1.413,114.68,,24.388,7.4568,,0.8738,273.35,3.4528,0.707,,4.0588,,8.9065,,,1.2758,,7.883,,1.424,1.3894,11.0232,1592.95,1.9434,1.8012,9.9204,1.9558,2.2303,7.38,40.2355,9.2823,12393.86,4.303,61.662,42.8,4.1705,2.3584,17.0148,63.6365,5.007,2011-03-20
4097,1.4194,115.04,,24.473,7.4571,,0.8717,271.15,3.4528,0.7089,,4.0436,,8.9006,,,1.2836,,7.8795,,1.4114,1.386,11.0688,1592.29,1.9286,1.7971,9.8733,1.9558,2.2398,7.377,40.1405,9.3184,12387.1,4.3048,61.816,42.979,4.161,2.3592,17.0186,63.887,5.016,2011-03-21
4098,1.4211,115.15,,24.45,7.4572,,0.8678,270.43,3.4528,0.7089,,4.0338,,8.932,,,1.2843,,7.906,,1.4039,1.3911,11.0763,1597.64,1.912,1.795,9.8138,1.9558,2.2311,7.375,40.099,9.3039,12382.64,4.301,61.594,42.974,4.1288,2.3655,17.0204,63.886,5.0094,2011-03-22
4099,1.4136,114.42,,24.417,7.4573,,0.8699,269.6,3.4528,0.7088,,4.041,,8.931,,,1.2746,,7.891,,1.4006,1.389,11.0186,1590.46,1.9096,1.7884,9.7796,1.9558,2.2022,7.383,40.0325,9.2633,12312.12,4.2814,61.345,42.804,4.1165,2.3517,16.9646,63.393,5.005,2011-03-23
4100,1.4128,114.34,,24.558,7.4572,,0.8741,267.78,3.4528,0.7094,,4.0197,,8.9455,,,1.2817,,7.883,,1.3888,1.3816,11.0122,1581.61,1.8893,1.783,9.7521,1.9558,2.193,7.3865,40.0485,9.2634,12295.38,4.2723,61.342,42.737,4.102,2.3412,16.9183,63.223,5.0289,2011-03-24
